publication_id,study_id,es_id,reference,title,year,location,domain,intervention_category,intervention_technique,type_experiment,population,n_study,n_comparison,n_control,n_intervention,binary_outcome,mean_control,sd_control,mean_intervention,sd_intervention,cohens_d,variance_d,approximation
102,143,164,Keller et al. (2015),Nudging product choices: The effect of position change on snack bar choice,2015,0,food,structure,effort,conventional_lab,1,120,120,60,60,1,0.133,NA,0.367,NA,0.5549519,0.03461655,0
179,252,284,Kulendran et al. (2016),The use of commitment techniques to support weight loss maintenance in obese adolescents,2016,0,health,assistance,commitment,framed_field,0,27,27,13,14,0,1.06,2.343608,-0.12,1.945662,0.5499,0.154,0
43,61,73,Prinsen et al. (2013),Eating by example. Effects of environmental cues on dietary decisions,2013,0,food,information,social_reference,conventional_lab,1,65,65,33,32,1,0.45,NA,0.72,NA,0.5438514,0.06382822,0
219,349,465,Martin & Norton (2009),Shaping online consumer choice by partitioning the web,2009,1,other,structure,composition,conventional_lab,1,124,83,42,41,1,0.84,NA,0.98,NA,0.5392396,0.04995145,1
101,139,160,Sharif & Shu (2021),Nudging persistence after failure through emergency reserves,2021,1,health,structure,consequence,framed_field,1,184,120,60,60,0,3.11,1.58,4,1.73,0.5372,0.0345,0
27,32,42,Baek et al. (2014),Changing the default setting for information privacy protection: What and whose personal information can be better protected?,2014,0,other,structure,default,artefactual_field,1,445,445,216,229,1,0.46,NA,0.72,NA,0.5356843,0.009318866,0
130,184,208,Goldstein et al. (2011),Reciprocity by proxy: A novel influence strategy for stimulating cooperation,2011,1,pro-social,structure,consequence,conventional_lab,1,81,81,41,40,1,0.205,NA,0.452,NA,0.5349108,0.05115648,1
135,193,218,Shu et al. (2012),Signing at the beginning makes ethics salient and decreases dishonest self-reports in comparison to signing at the end,2012,1,pro-social,assistance,commitment,conventional_lab,1,60,60,30,30,0,3.57,4.19,1.67,2.78,0.5344,0.069,0
120,170,191,Coventry et al. (2016),Personality and social framing in privacy decision-making: A study on cookie acceptance,2016,0,other,information,social_reference,framed_field,1,290,196,88,108,1,0.78,NA,0.53,NA,0.5343497,0.02135129,0
104,145,388,Demarque et al. (2015),Nudging sustainable consumption: The use of descriptive norms to promote a minority behavior in a realistic online shopping environment,2015,0,environment,information,social_reference,conventional_lab,1,122,61,29,32,0,2,2.45,3.25,2.24,0.5337,0.0681,0
71,99,118,Pichert & Katsikopoulos (2008),Green defaults: Information presentation and pro-environmental behaviour,2008,0,environment,structure,default,conventional_lab,1,152,152,75,77,1,0.4133,NA,0.6753,NA,0.5324776,0.02725302,0
181,254,417,Mertens et al. (2020),"This way, please: Uncovering the directional effects of attribute translations on decision making",2020,0,environment,information,translation,artefactual_field,1,356,193,104,89,1,0.5053667,NA,0.7558494,NA,0.5264273,0.02156928,0
194,269,305,Sharp & Sobal (2012),Using plate mapping to examine sensitivity to plate size in food portions and meal composition among college students,2012,1,food,structure,default,conventional_lab,1,270,270,102,168,0,25.2,10.5,31.8,13.8,0.5214,0.0163,0
205,293,331,Shimizu et al. (2010),When snacks become meals: How hunger and environmental cues bias food intake,2010,1,food,assistance,reminder,framed_field,1,122,122,61,61,0,531.79,246.92,416.39,192.92,0.5208,0.0339,1
30,37,47,Basu & Savani (2017),Choosing one at a time? Presenting options simultaneously helps people make more optimal decisions than presenting options sequentially,2017,1,finance,structure,composition,artefactual_field,1,294,294,147,147,0,46.29,30.04,62.66,33.1,0.5179,0.0141,1
117,162,183,Dinner et al. (2011),Partitioning default effects: Why people choose not to choose,2011,1,environment,structure,default,artefactual_field,1,190,190,95,95,1,0.202,NA,0.438,NA,0.5141904,0.0217484,1
218,348,464,Nyer & Dellande (2010),Public commitment as a motivator for weight loss,2010,0,health,assistance,commitment,framed_field,1,183,142,73,69,0,90.05,NA,97.06,NA,0.514,0.0291,0
202,282,319,Saulais et al. (2016),"When are ""Dish of the Day"" nudges most effective to increase vegetable selection?",2016,0,food,assistance,reminder,framed_field,1,173,118,61,57,1,0.344,NA,0.596,NA,0.510497,0.03504157,0
111,154,175,Mehta et al. (2018),Opt-in versus opt-out colorectal cancer screening outreach: A randomized clinical trial,2018,1,health,structure,default,natural_field,1,314,314,156,158,1,0.096,NA,0.291,NA,0.509507,0.01315274,0
204,292,330,Goswami & Urminsky (2016),When should the ask be a nudge? The effect of default amounts on charitable donations,2016,1,pro-social,structure,default,artefactual_field,1,76,48,24,24,1,0.125,NA,0.33,NA,0.5011452,0.08594944,0
164,231,261,Theotokis & Manganari (2015),The impact of choice architecture on consumer behavior: The role of guilt,2015,0,environment,structure,default,conventional_lab,1,107,72,36,36,1,0.56,NA,0.79,NA,0.4984388,0.05728084,1
170,240,272,Libotte et al. (2014),The influence of plate size on meal composition. Literature review and experiment,2014,0,food,structure,default,conventional_lab,1,83,83,42,41,0,161,74,203,97,0.4876,0.0496,0
117,163,184,Dinner et al. (2011),Partitioning default effects: Why people choose not to choose,2011,1,environment,structure,default,artefactual_field,1,126,126,63,63,1,0.236,NA,0.465,NA,0.4861865,0.03268404,1
101,142,163,Sharif & Shu (2021),Nudging persistence after failure through emergency reserves,2021,1,other,structure,consequence,artefactual_field,1,198,198,100,98,1,0.64,NA,0.847,NA,0.4832359,0.02079377,0
214,344,459,Johnson et al. (1993),"Framing, probability distortions, and insurance decisions",1993,1,finance,information,translation,artefactual_field,1,187,187,94,93,1,0.443,NA,0.678,NA,0.4782323,0.0220025,1
70,98,117,Verplanken & Weenig (1993),Graphical energy labels and consumers' decisions about home appliances: A process tracing approach,1993,0,environment,information,translation,artefactual_field,1,120,120,60,60,1,0.27,NA,0.5,NA,0.4779952,0.03428533,1
99,137,158,Schulz et al. (2018),Nudging generosity: Choice architecture and cognitive factors in charitable giving,2018,0,pro-social,structure,default,conventional_lab,1,869,869,428,441,1,0.219,NA,0.439,NA,0.4744971,0.004733566,0
121,173,195,Isaksen et al. (2019),Positive framing does not solve the tragedy of the commons,2019,0,pro-social,information,translation,conventional_lab,1,156,156,80,76,0,-0.13,0.25,-0.03,0.16,0.4739,0.0264,0
147,210,237,Gong et al. (2017),Testing the scenario hypothesis: An experimental comparison of scenarios and forecasts for decision support in a complex decision environment,2017,1,environment,information,translation,conventional_lab,1,175,175,88,87,1,0.08,NA,0.25,NA,0.4736844,0.02349897,0
213,335,450,Steffel et al. (2016),Ethically deployed defaults: Transparency and consumer protection through disclosure and preference articulation,2016,1,other,structure,default,conventional_lab,1,363,363,182,181,0,6.41,4.1,4.81,2.47,0.4724,0.0113,1
181,316,420,Mertens et al. (2020),"This way, please: Uncovering the directional effects of attribute translations on decision making",2020,0,environment,information,translation,artefactual_field,1,345,168,79,89,1,0.4976636,NA,0.7251521,NA,0.4717788,0.02455661,0
153,216,243,Kressel & Chapman (2007),The default effect in the end-of-life medical treatment preferences,2007,1,health,structure,default,conventional_lab,1,128,128,80,48,0,0.5,0.23,0.6,0.18,0.4701,0.0342,0
62,88,104,Tasoff & Letzler (2014),Everyone believes in redemption: Nudges and overoptimism in costly task completion,2014,1,finance,structure,effort,conventional_lab,1,310,198,139,59,1,0.31,NA,0.54,NA,0.4698819,0.02470095,0
104,146,392,Demarque et al. (2015),Nudging sustainable consumption: The use of descriptive norms to promote a minority behavior in a realistic online shopping environment,2015,0,environment,information,social_reference,conventional_lab,1,235,78,41,37,0,1.56,2.16,2.57,2.15,0.4686,0.0528,0
51,71,83,Paese (1995),Effects of framing on actual time allocation decisions,1995,1,other,information,translation,conventional_lab,1,111,111,56,55,1,0.16,NA,0.36,NA,0.4639685,0.03700863,1
43,62,74,Prinsen et al. (2013),Eating by example. Effects of environmental cues on dietary decisions,2013,0,food,information,social_reference,conventional_lab,1,90,90,45,45,1,0.27,NA,0.49,NA,0.4632941,0.0456369,0
30,39,49,Basu & Savani (2017),Choosing one at a time? Presenting options simultaneously helps people make more optimal decisions than presenting options sequentially,2017,1,finance,structure,composition,artefactual_field,1,183,183,92,91,0,35.82,25.21,50.43,37.33,0.4592,0.0224,1
18,21,31,Bogliacino & Forero (2015),Behaviorally designed treatments that increase willingness to treatment from families with children suffering from autism spectrum disorder,2015,0,health,structure,default,framed_field,1,76,76,38,38,1,0.5789,NA,0.7895,NA,0.4590393,0.05401788,0
107,150,171,Fisher (2018),Nutrition labels reduces valuations of food through multiple health and taste channels,2018,1,food,information,visibility,conventional_lab,1,87,87,44,43,0,0.96,0.54,0.71,0.55,0.4587,0.0472,1
195,270,428,Van Bavel et al. (2019),Using protection motivation theory in the design of nudges to improve online security behavior,2019,0,other,assistance,reminder,artefactual_field,1,2024,1015,507,508,0,34.41,13.33,28.03,14.54,0.4574,0.004,0
54,75,88,Bamberg (2002),Effects of implementation intention on the actual performance of new environmentally friendly behaviours - Results of two field experiments,2002,0,environment,assistance,commitment,conventional_lab,1,90,90,45,45,1,0.311,NA,0.533,NA,0.4541112,0.04559009,0
30,43,53,Basu & Savani (2017),Choosing one at a time? Presenting options simultaneously helps people make more optimal decisions than presenting options sequentially,2017,1,finance,structure,composition,artefactual_field,1,395,395,198,197,0,25.25,22.9,36.78,27.92,0.4517,0.0104,1
42,60,72,Stok et al. (2014),"Don't tell me what I should do, but what others do: The influence of descriptive and injunctive peer norms on fruit consumption in adolescents",2014,0,food,information,social_reference,artefactual_field,0,54,54,27,27,0,1.7,1,2.3,1.6,0.4497,0.0759,1
39,54,66,Gerend (2009),Does calorie information promote lower calorie fast food choices among college students?,2009,1,food,information,visibility,conventional_lab,1,177,177,89,88,0,934,371,788,274,0.4473,0.0232,1
163,230,260,Cheung et al. (2017),The Hunger Games: Using hunger to promote healthy choices in self-control conflicts,2017,0,food,information,social_reference,conventional_lab,1,188,188,94,94,0,2.43,1.645357,3.16,1.645357,0.4437,0.0436,1
118,311,402,Tannenbaum et al. (2013),Partitioning menu items to nudge single-item choice,2013,1,finance,structure,composition,artefactual_field,1,199,199,100,99,1,0.07,NA,0.22,NA,0.4408839,0.0205894,1
195,270,306,Van Bavel et al. (2019),Using protection motivation theory in the design of nudges to improve online security behavior,2019,0,other,assistance,reminder,artefactual_field,1,2024,1012,507,505,0,34.41,13.33,28.11,15.33,0.4386,0.004,0
37,51,349,Maas et al. (2011),Do distant foods decrease intake? The effect of food accessibility on consumption,2011,0,food,structure,effort,conventional_lab,1,77,51,23,28,0,10.3,10.16,5.36,12.12,0.4379,0.0811,0
133,189,213,Kersbergen et al. (2018),Reducing the standard serving size of alcoholic beverages prompts reductions in alcohol consumption,2018,0,food,structure,default,conventional_lab,1,114,114,54,60,0,3.87,2.013951,3.07,1.616663,0.4356,0.036,0
189,263,298,Dickerson et al. (1992),Using cognitive dissonanace to encourage water conservation,1992,1,environment,assistance,commitment,framed_field,1,60,40,20,20,0,301.8,143.32,247.7,104.05,0.434,0.1024,0
177,248,280,Kuester et al. (2015),The role of defaults in preventing innovation rejection,2015,0,environment,structure,default,conventional_lab,1,65,65,34,31,1,0.5,NA,0.71,NA,0.4334453,0.06311502,0
204,285,323,Goswami & Urminsky (2016),When should the ask be a nudge? The effect of default amounts on charitable donations,2016,1,pro-social,structure,default,conventional_lab,1,105,70,35,35,1,0.19,NA,0.38,NA,0.4263769,0.05844141,1
60,86,362,Alemany et al. (2019),Enhancing the privacy risk awareness of teenagers in online social networks through soft-paternalism mechanisms,2019,0,other,information,visibility,framed_field,0,42,26,14,12,0,0.457,0.366,0.613,0.367,0.4257,0.1582,0
176,247,279,Gartner (2018),The prosociality of intuitive decision depends on the status quo,2018,1,pro-social,structure,default,artefactual_field,1,413,413,272,141,1,0.511,NA,0.7163,NA,0.4253728,0.01098773,0
168,236,267,Broman et al. (2014),"The importance of framing for consumer acceptance of the smart Grid: A comparative study of Denmark, Norway, and Switzerland",2014,0,environment,structure,default,artefactual_field,1,956,956,478,478,1,0.6,NA,0.79,NA,0.4173708,0.004275208,1
11,14,22,Alinia et al. (2011),A workplace feasibility study of the effect of a minimal fruit intervention on fruit intake,2011,0,food,structure,effort,framed_field,1,124,124,56,68,0,10,179.5996,112,288.6174,0.4154,0.0333,0
101,139,385,Sharif & Shu (2021),Nudging persistence after failure through emergency reserves,2021,1,health,structure,consequence,framed_field,1,184,124,60,64,0,3.11,1.58,3.82,1.85,0.4117,0.033,0
105,148,169,Nelson et al. (2019),Nudging tourists to donate for conservation: Experimental evidence on soliciting voluntary contributions for coastal management,2019,0,environment,structure,default,framed_field,1,275,275,146,129,1,0.48,NA,0.68,NA,0.4082786,0.01490433,0
178,250,282,Rothman et al. (1999),The systematic influence of gain- and loss-framed messages on interest in and use of different types of health behavior,1999,1,health,information,translation,conventional_lab,1,60,60,30,30,1,0.47,NA,0.67,NA,0.406953,0.06804676,1
44,63,75,Patel et al. (2018),Effect of an automated patient dashboard using active choice and peer comparison performance feedback to physicians on statin prescribing: The PRESCRIBE cluster randomized clinical trial,2018,1,health,structure,default,natural_field,1,64,64,32,32,0,2.6,NA,6.7,NA,0.4054,0.0638,0
122,174,196,Ubel et al. (2001),Preference for equity as a framing effect,2001,1,health,structure,composition,artefactual_field,1,267,267,135,132,1,0.57,NA,0.37,NA,0.4034836,0.01528803,0
58,81,94,Keller et al. (2011),Enhanced active choice: A new method to motivate behavior change,2011,1,health,structure,default,artefactual_field,1,55,36,18,18,1,0.42,NA,0.62,NA,0.4030565,0.1133674,1
211,332,447,Kressel et al. (2007),The influence of default options on the expression of end-of-life treatment preferences in advance directives,2007,1,health,structure,default,artefactual_field,1,75,75,39,36,1,0.2,NA,0.38,NA,0.4011353,0.05449153,0
30,38,48,Basu & Savani (2017),Choosing one at a time? Presenting options simultaneously helps people make more optimal decisions than presenting options sequentially,2017,1,finance,structure,composition,artefactual_field,1,214,214,107,107,0,39.82,33.05,52.57,31.41,0.3955,0.0191,1
24,29,39,Bruns et al. (2018),Can nudges be transparent and yet effective?,2018,0,environment,structure,default,conventional_lab,1,256,256,85,171,0,1.82,2.66,2.95,2.98,0.3926,0.0179,0
6,8,15,Stampfli et al. (2017),A nudge in a healthier direction: How environmental cues help restrained eaters pursue their weight-control goal,2017,0,food,assistance,reminder,artefactual_field,1,114,114,57,57,0,21.82,10.81,17.83,9.68,0.3889,0.0358,1
150,213,240,Stampfli & Brunner (2016),The art of dieting: Exposure to thin sculptures effortlessly reduces the intake of unhealthy food in motivated eaters,2016,0,food,assistance,reminder,artefactual_field,1,128,128,64,64,0,14.56,9.37,11.48,6.18,0.3881,0.0318,1
58,83,97,Keller et al. (2011),Enhanced active choice: A new method to motivate behavior change,2011,1,health,structure,default,natural_field,1,9950,9950,5491,4459,1,0.157,NA,0.32,NA,0.3877093,0.000413935,0
168,237,268,Broman et al. (2014),"The importance of framing for consumer acceptance of the smart Grid: A comparative study of Denmark, Norway, and Switzerland",2014,0,environment,structure,default,artefactual_field,1,901,901,451,450,1,0.58,NA,0.76,NA,0.3861603,0.004522269,1
30,35,45,Basu & Savani (2017),Choosing one at a time? Presenting options simultaneously helps people make more optimal decisions than presenting options sequentially,2017,1,other,structure,composition,artefactual_field,1,201,201,101,100,0,75.46,25.25,84.42,21.03,0.3854,0.0203,1
165,233,263,Munoz et al. (2017),The impact of phone calls on follow-up rates in an online depression prevention study,2017,1,health,assistance,reminder,artefactual_field,1,32,32,14,18,1,0.2142667,NA,0.3888667,NA,0.3841533,0.12929,0
75,105,124,Schram & Sonnemans (2011),How individuals choose health insurance: An experimental analysis,2011,0,finance,structure,composition,conventional_lab,1,148,148,74,74,0,0.04148347,0.08056421,0.07166977,0.07834107,0.3799,0.0275,0
149,212,239,Brook & Servatka (2016),The anticipatory effect of nonverbal communication,2016,0,pro-social,information,visibility,conventional_lab,1,94,62,30,32,0,2.67,2.15,3.44,1.93,0.3776,0.0657,0
189,263,299,Dickerson et al. (1992),Using cognitive dissonanace to encourage water conservation,1992,1,environment,assistance,reminder,framed_field,1,60,40,20,20,0,301.8,143.32,248.3,146.07,0.371,0.1017,0
184,258,290,Evans et al. (2011),Trust and self-control: The moderating role of the default,2011,1,finance,structure,default,artefactual_field,1,141,141,71,70,0,NA,NA,NA,NA,0.3706,0.0289,1
110,307,396,Sonntag & Zizzo (2015),"On reminder effects, drop-outs and dominance: Evidence from an online experiment on charitable giving",2015,0,pro-social,assistance,reminder,artefactual_field,1,99,66,33,33,0,0.111,NA,0.25,NA,0.3678774,0.06163132,1
104,146,390,Demarque et al. (2015),Nudging sustainable consumption: The use of descriptive norms to promote a minority behavior in a realistic online shopping environment,2015,0,environment,information,social_reference,conventional_lab,1,235,79,41,38,0,1.56,2.16,2.29,1.84,0.3627,0.0515,0
110,153,395,Sonntag & Zizzo (2015),"On reminder effects, drop-outs and dominance: Evidence from an online experiment on charitable giving",2015,0,pro-social,assistance,reminder,artefactual_field,1,102,68,34,34,0,0.091,NA,0.219,NA,0.3611236,0.05978243,1
92,127,146,Camilleri & Larrick (2014),Metric and scale design as choice architecture tools,2014,1,environment,information,translation,artefactual_field,1,424,282,141,141,1,0.587,NA,0.751,NA,0.3510195,0.01440286,1
48,67,79,Anzman-Frasca et al. (2018),Effects of a randomized intervention promoting healthy children's meals on children's ordering and dietary intake in a quick-service restaurant,2018,1,food,assistance,reminder,framed_field,0,58,58,30,28,1,0.067,NA,0.179,NA,0.3500428,0.07010391,0
104,145,166,Demarque et al. (2015),Nudging sustainable consumption: The use of descriptive norms to promote a minority behavior in a realistic online shopping environment,2015,0,environment,information,social_reference,conventional_lab,1,122,60,29,31,0,2,2.45,2.84,2.38,0.348,0.0677,0
200,275,312,Capraro et al. (2018),What's the right thing to do? Increasing pro-sociality with simple moral nudges,2018,1,pro-social,assistance,reminder,artefactual_field,1,300,300,100,200,0,21.2,NA,30.6,NA,0.3464,0.0152,1
96,133,153,BETA (2018),Nudge vs superbugs: A behavioural economics trial to reduce the overprescribing of antibiotics,2018,0,health,information,social_reference,natural_field,1,3990,2671,1338,1333,0,109.7,40.8,96.2,37.4,0.3449,0.0015,0
41,56,68,Everett et al. (2015),Doing good by doing nothing? The role of social norms in explaining default effects in altruistic context,2015,1,pro-social,structure,default,artefactual_field,1,177,177,89,88,1,0.2,NA,0.35,NA,0.3388085,0.02292386,1
91,126,145,Ganzach & Karsahi (1995),Message framing and buying behavior: A field experiment,1995,0,finance,information,translation,natural_field,1,123,123,57,66,1,0.293,NA,0.455,NA,0.336722,0.03315628,0
200,277,314,Capraro et al. (2018),What's the right thing to do? Increasing pro-sociality with simple moral nudges,2018,1,pro-social,assistance,reminder,artefactual_field,1,200,200,100,100,0,18,NA,25.5,NA,0.3345,0.0203,1
104,146,391,Demarque et al. (2015),Nudging sustainable consumption: The use of descriptive norms to promote a minority behavior in a realistic online shopping environment,2015,0,environment,information,social_reference,conventional_lab,1,235,81,41,40,0,1.56,2.16,2.22,1.83,0.3294,0.0501,0
175,245,277,Raue et al. (2019),The power of peers: Prompting savings behavior through social comparison,2019,1,finance,information,social_reference,artefactual_field,1,1155,1155,218,937,1,0.08,NA,0.19,NA,0.3285405,0.005701119,0
122,312,403,Ubel et al. (2001),Preference for equity as a framing effect,2001,1,health,structure,composition,artefactual_field,1,241,241,121,120,1,0.49,NA,0.33,NA,0.3269156,0.01681953,0
31,44,55,Van Dalen & Henkens (2014),Comparing the effects of defaults on organ donation systems,2014,0,pro-social,structure,default,artefactual_field,1,1507,994,466,528,1,0.5,NA,0.66,NA,0.3257295,0.004093232,0
14,17,25,Yeomans & Herberich (2014),An experimental test of the effect of negative social norms on energy-efficient investments,2014,1,environment,information,social_reference,framed_field,1,221,77,32,45,1,0.031,NA,0.111,NA,0.3253386,0.05415953,0
85,119,138,Rigtering et al. (2019),Increasing quantity without comprising quality: How managerial framing affects intrapreneurship,2019,0,other,structure,default,natural_field,1,322,322,160,162,1,0.03125,NA,0.1111,NA,0.3242526,0.0125861,0
41,57,69,Everett et al. (2015),Doing good by doing nothing? The role of social norms in explaining default effects in altruistic context,2015,1,environment,structure,default,artefactual_field,1,150,150,75,75,1,0.11,NA,0.23,NA,0.3242287,0.02701708,1
104,145,387,Demarque et al. (2015),Nudging sustainable consumption: The use of descriptive norms to promote a minority behavior in a realistic online shopping environment,2015,0,environment,information,social_reference,conventional_lab,1,122,59,29,30,0,2,2.45,2.77,2.31,0.3236,0.0687,0
61,87,101,Roberto et al. (2010),Evaluating the impact of menu labeling on food choices and intake,2010,1,food,information,visibility,artefactual_field,1,295,191,95,96,0,2189.37,1080.51,1862.23,937.29,0.3236,0.0212,0
190,264,300,Meng & Trudel (2017),Using emoticons to encourage students to recycle,2017,1,environment,assistance,reminder,conventional_lab,1,192,192,96,96,1,0.46,NA,0.62,NA,0.3224514,0.0211041,1
68,96,114,Abhyankar et al. (2014),Framing options as choice or opportunity: Does the frame influence decisions?,2014,1,health,structure,default,artefactual_field,1,124,83,42,41,1,0.45,NA,0.61,NA,0.3219819,0.0488243,0
54,76,89,Bamberg (2002),Effects of implementation intention on the actual performance of new environmentally friendly behaviours - Results of two field experiments,2002,0,environment,assistance,commitment,conventional_lab,1,159,159,79,80,1,0.342,NA,0.5,NA,0.3215105,0.02548329,0
129,181,205,Or et al. (2014),Real life decision making of serious mental illness patients: Opt-in and opt-out research participation,2014,0,health,structure,default,framed_field,1,207,207,106,101,1,0.42,NA,0.58,NA,0.3213813,0.01958444,0
167,235,266,Trudel et al. (2015),The impact of traffic light color-coding on food health perceptions and choice,2015,1,food,assistance,reminder,framed_field,1,54,54,27,27,0,1.96,1.86,1.4,1.72,0.3126,0.075,1
87,121,140,Johnston et al. (2018),Just a nudge: Applying behavioral incentives to engage residents in quality improvement education,2018,1,other,information,social_reference,natural_field,1,453,453,227,226,0,0.44,NA,0.6,NA,0.3115,0.0089,1
10,12,20,Hilton et al. (2014),A tax can nudge: The impact of an environmentally motivated bonus/malus fiscal system on transport preferences,2014,0,environment,assistance,reminder,conventional_lab,1,863,863,434,429,1,0.302,NA,0.452,NA,0.3110086,0.004691191,0
61,87,363,Roberto et al. (2010),Evaluating the impact of menu labeling on food choices and intake,2010,1,food,information,visibility,artefactual_field,1,295,199,95,104,0,2189.37,1080.51,1859.7,1062.58,0.3078,0.0204,0
109,152,173,Burns & Rothman (2015),Offering variety: A subtle manipulation to promote healthy food choice throughout the day,2015,1,food,structure,composition,conventional_lab,1,187,187,86,101,1,0.442,NA,0.594,NA,0.3053872,0.02177826,0
38,53,65,Hedlin & Sunstein (2016),Does active choosing promote green energy use? Experimental evidence,2016,1,environment,structure,default,artefactual_field,1,1037,1037,692,345,1,0.69,NA,0.82,NA,0.304702,0.005855905,1
51,72,84,Paese (1995),Effects of framing on actual time allocation decisions,1995,1,other,information,translation,conventional_lab,1,98,98,49,49,1,NA,NA,NA,NA,0.3022,0.0413,1
105,147,168,Nelson et al. (2019),Nudging tourists to donate for conservation: Experimental evidence on soliciting voluntary contributions for coastal management,2019,0,environment,structure,default,framed_field,1,264,264,127,137,1,0.19,NA,0.32,NA,0.3004748,0.01534428,0
30,40,50,Basu & Savani (2017),Choosing one at a time? Presenting options simultaneously helps people make more optimal decisions than presenting options sequentially,2017,1,finance,structure,composition,artefactual_field,1,293,293,147,146,0,38.04,NA,47.45,NA,0.2926,0.0138,1
115,160,181,Bohm et al. (2016),Outcome valence and externality valence framing in public good dilemmas,2016,0,environment,information,translation,conventional_lab,1,167,167,84,83,0,50.86,34.19,60.96,35.24,0.2909,0.0242,1
61,87,365,Roberto et al. (2010),Evaluating the impact of menu labeling on food choices and intake,2010,1,food,information,visibility,artefactual_field,1,295,199,95,104,0,1458.92,724.62,1256.37,688.47,0.2869,0.0203,0
142,202,229,Firmino-Machado et al. (2018),"Stepwise strategy to improve cervical cancer screening adherence (SCAN.Cervical Cancer) - Automated text messages, phone calls and reminders: Population based randomized controlled trial",2018,0,health,assistance,reminder,natural_field,1,1220,1220,615,605,1,0.257,NA,0.39,NA,0.2856926,0.00331236,0
30,42,52,Basu & Savani (2017),Choosing one at a time? Presenting options simultaneously helps people make more optimal decisions than presenting options sequentially,2017,1,finance,structure,composition,artefactual_field,1,634,634,317,317,0,53.63,NA,61.8,NA,0.285,0.0064,1
90,125,144,Xue et al. (2017),"Mathematics self-confidence and the ""prepayment effect"" in riskless choices",2017,0,finance,structure,consequence,conventional_lab,1,103,103,49,54,1,0.735,NA,0.602,NA,0.2838487,0.0393178,0
60,86,100,Alemany et al. (2019),Enhancing the privacy risk awareness of teenagers in online social networks through soft-paternalism mechanisms,2019,0,other,information,visibility,framed_field,0,42,30,14,16,0,0.457,0.366,0.557,0.344,0.2822,0.1353,0
105,306,393,Nelson et al. (2019),Nudging tourists to donate for conservation: Experimental evidence on soliciting voluntary contributions for coastal management,2019,0,environment,structure,default,framed_field,1,198,198,101,97,1,0.45,NA,0.59,NA,0.2811539,0.02040988,0
200,276,313,Capraro et al. (2018),What's the right thing to do? Increasing pro-sociality with simple moral nudges,2018,1,pro-social,assistance,reminder,artefactual_field,1,300,300,100,200,0,32.9,NA,48,NA,0.2799,0.0151,1
28,33,43,Lehmann et al. (2016),Changing the default to promote influenza vaccination among health care workers,2016,0,health,structure,default,natural_field,1,122,122,61,61,1,0.164,NA,0.279,NA,0.2790791,0.03310609,0
175,246,278,Raue et al. (2019),The power of peers: Prompting savings behavior through social comparison,2019,1,finance,information,social_reference,artefactual_field,1,630,630,197,433,1,0.19,NA,0.31,NA,0.2789464,0.007447366,0
52,73,85,McCaul & Kopp (1982),Effects of goal setting and commitment on increasing metal recycling,1982,1,environment,assistance,commitment,framed_field,1,65,65,37,28,0,27.63,27.17357,35.19,27.53895,0.2766,0.0633,0
193,268,304,Bergeron et al. (2019),Using insights from behavioral economics to nudge individuals towards healthier choices when eating out: A restaurant experiment,2019,0,food,structure,default,framed_field,1,99,99,51,48,1,0.31,NA,0.86,NA,0.2718118,0.04081432,0
74,104,123,Lieberman et al. (2019),How incentive framing can harness the power of social norms,2019,1,health,information,translation,conventional_lab,1,294,294,147,147,1,0.102,NA,0.197,NA,0.2696355,0.01372909,1
63,294,106,Knowles et al. (2019),Exploring the underpinning mechanisms of the proximity effect within a competitive food environment,2019,0,food,structure,effort,conventional_lab,1,48,23,12,11,0,31.33,35.15,41.65,41.05,0.2691,0.1758,0
65,302,367,Carroll et al. (2018),Food bundling as a health nudge: Investigating consumer fruit and vegetable selection using behavioral economics,2018,1,food,structure,composition,artefactual_field,1,122,122,61,61,0,49.48,24.09,56.36,27.66,0.2653,0.0331,1
73,103,122,Small & Loewenstein (2003),Helping a victim or helping the victim: Altruism and identifiability,2003,1,pro-social,information,visibility,framed_field,1,234,234,116,118,0,2.33,2.31,2.93,2.25,0.2632,0.0172,0
137,196,223,Bartke et al. (2017),Social comparison nudges - Guessing the norm increases charitable giving,2017,0,pro-social,information,social_reference,framed_field,1,176,176,83,93,1,0.48,NA,0.61,NA,0.2618251,0.02299563,0
45,64,351,Soon et al. (2018),Effect of two behavioural 'nudging' interventions on management decisions for low back pain: A randomised vignette-based study in general practitioners,2018,0,health,structure,composition,artefactual_field,1,120,60,30,30,1,0.425,NA,0.3,NA,0.2609486,0.06723412,0
81,115,134,Taylor et al. (2015),Improving social norms interventions: Rank-framing increases excessive alcohol drinkers' information-seeking,2015,0,health,information,social_reference,conventional_lab,1,58,38,21,17,1,0.048,NA,NA,NA,0.2595449,0.1073289,0
58,84,98,Keller et al. (2011),Enhanced active choice: A new method to motivate behavior change,2011,1,health,structure,default,natural_field,1,11182,11182,4232,6950,1,0.123,NA,0.219,NA,0.2573286,0.000383141,0
1,295,4,Zikmund-Fisher et al. (2011),"""I'll do what they did"": Social norm information and cancer treatment decisions.",2011,1,health,information,social_reference,artefactual_field,1,1119,746,373,373,1,0.269,NA,0.387,NA,0.2522795,0.005404588,1
