UID,Study_ID,Dependent_Variable,Study ,Short_name,Publication_Year,Effect_size,Standard_error,Lower_CI,Upper_CI,Sample_size,Covariates ,T_value,PCC,Standardised_effect_size,Standarised_se,var,Precision,Standardised_T,weights,Control_gender,Control_race,Control_income,Control_education,Homicide,Violent,Non_Violent,Both,Area_dummy,OLS,ML,Odds_Ratio,Panel_dummy,Endogeneity,North_America,Europe,Direct_Lead_Measure,Rep_estimate,Elasticity,Elasticity_SE
143,5,Homicide,"Feigenbaum, J. J., & Muller, C. (2016). Lead exposure and violent crime in the early twentieth century. EXPLORATIONS IN ECONOMIC HISTORY, 62, 51–86. https://doi.org/10.1016/j.eeh.2016.03.002",Feigenbaum & Muller (2016),2016,0.327,0.075,,,4803,358,4.36,0.065256523,0.06534939,0.014967092,0.000224014,66.8132442,4.36,4464.0096,0,1,0,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,,
144,5,Homicide,"Feigenbaum, J. J., & Muller, C. (2016). Lead exposure and violent crime in the early twentieth century. EXPLORATIONS IN ECONOMIC HISTORY, 62, 51–86. https://doi.org/10.1016/j.eeh.2016.03.002",Feigenbaum & Muller (2016),2016,0.093,0.054,,,2759,204,1.722222222,0.034051935,0.034065106,0.019772092,0.000390936,50.57633883,1.722222222,2557.966049,0,1,0,0,1,1,0,0,1,0,0,0,1,1,1,0,0,0,0.651,0.378
145,5,Homicide,"Feigenbaum, J. J., & Muller, C. (2016). Lead exposure and violent crime in the early twentieth century. EXPLORATIONS IN ECONOMIC HISTORY, 62, 51–86. https://doi.org/10.1016/j.eeh.2016.03.002",Feigenbaum & Muller (2016),2016,0.602,0.306,,,2759,212,1.967320261,0.0389521,0.038971818,0.019799572,0.000392023,50.5061417,1.967320261,2550.870349,0,1,0,0,1,1,0,0,1,0,0,0,1,1,1,0,0,0,0.602,0.306
146,5,Homicide,"Feigenbaum, J. J., & Muller, C. (2016). Lead exposure and violent crime in the early twentieth century. EXPLORATIONS IN ECONOMIC HISTORY, 62, 51–86. https://doi.org/10.1016/j.eeh.2016.03.002",Feigenbaum & Muller (2016),2016,0.312,0.074,,,2759,212,4.216216216,0.083252659,0.083445804,0.019745823,0.000389898,50.6436223,4.216216216,2564.776479,0,1,0,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,,
147,5,Homicide,"Feigenbaum, J. J., & Muller, C. (2016). Lead exposure and violent crime in the early twentieth century. EXPLORATIONS IN ECONOMIC HISTORY, 62, 51–86. https://doi.org/10.1016/j.eeh.2016.03.002",Feigenbaum & Muller (2016),2016,0.233,0.085,,,3604,250,2.741176471,0.047279136,0.047314411,0.017247753,0.000297485,57.97856542,2.741176471,3361.514048,0,1,0,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,0.233,0.085
148,5,Homicide,"Feigenbaum, J. J., & Muller, C. (2016). Lead exposure and violent crime in the early twentieth century. EXPLORATIONS IN ECONOMIC HISTORY, 62, 51–86. https://doi.org/10.1016/j.eeh.2016.03.002",Feigenbaum & Muller (2016),2016,1.056,0.362,,,3604,250,2.917127072,0.050306439,0.050348941,0.0172452,0.000297397,57.98715056,2.917127072,3362.50963,0,1,0,0,1,1,0,0,1,0,0,0,1,1,1,0,0,0,1.056,0.362
149,5,Homicide,"Feigenbaum, J. J., & Muller, C. (2016). Lead exposure and violent crime in the early twentieth century. EXPLORATIONS IN ECONOMIC HISTORY, 62, 51–86. https://doi.org/10.1016/j.eeh.2016.03.002",Feigenbaum & Muller (2016),2016,0.834,0.348,,,3348,234,2.396551724,0.042906922,0.042933282,0.017903608,0.000320539,55.85466373,2.396551724,3119.74346,0,1,0,0,1,1,0,0,1,0,0,0,1,1,1,0,0,0,0.834,0.348
150,5,Homicide,"Feigenbaum, J. J., & Muller, C. (2016). Lead exposure and violent crime in the early twentieth century. EXPLORATIONS IN ECONOMIC HISTORY, 62, 51–86. https://doi.org/10.1016/j.eeh.2016.03.002",Feigenbaum & Muller (2016),2016,0.266,0.077,,,3140,221,3.454545455,0.063809876,0.063896693,0.01847128,0.000341188,54.13810012,3.454545455,2930.933884,0,1,0,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,,
151,5,Homicide,"Feigenbaum, J. J., & Muller, C. (2016). Lead exposure and violent crime in the early twentieth century. EXPLORATIONS IN ECONOMIC HISTORY, 62, 51–86. https://doi.org/10.1016/j.eeh.2016.03.002",Feigenbaum & Muller (2016),2016,0.096,0.046,,,2038,151,2.086956522,0.047987357,0.048024243,0.022993942,0.000528721,43.48971588,2.086956522,1891.355388,0,1,0,0,1,1,0,0,1,0,0,0,1,1,1,0,0,0,0.672,0.322
152,5,Homicide,"Feigenbaum, J. J., & Muller, C. (2016). Lead exposure and violent crime in the early twentieth century. EXPLORATIONS IN ECONOMIC HISTORY, 62, 51–86. https://doi.org/10.1016/j.eeh.2016.03.002",Feigenbaum & Muller (2016),2016,0.576,0.237,,,2038,151,2.430379747,0.055861106,0.055919319,0.022984517,0.000528288,43.50754815,2.430379747,1892.906746,0,1,0,0,1,1,0,0,1,0,0,0,1,1,1,0,0,0,0.576,0.237
153,5,Homicide,"Feigenbaum, J. J., & Muller, C. (2016). Lead exposure and violent crime in the early twentieth century. EXPLORATIONS IN ECONOMIC HISTORY, 62, 51–86. https://doi.org/10.1016/j.eeh.2016.03.002",Feigenbaum & Muller (2016),2016,0.25,0.078,,,3140,221,3.205128205,0.059219603,0.059288976,0.018476516,0.000341382,54.1227572,3.205128205,2929.272847,0,1,0,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,,
154,5,Homicide,"Feigenbaum, J. J., & Muller, C. (2016). Lead exposure and violent crime in the early twentieth century. EXPLORATIONS IN ECONOMIC HISTORY, 62, 51–86. https://doi.org/10.1016/j.eeh.2016.03.002",Feigenbaum & Muller (2016),2016,1.63,0.569,,,2981,213,2.864674868,0.054368765,0.054422431,0.018979035,0.000360204,52.6897178,2.864674868,2776.206362,0,1,0,0,1,1,0,0,1,0,0,0,1,1,1,0,0,0,1.63,0.569
155,5,Homicide,"Feigenbaum, J. J., & Muller, C. (2016). Lead exposure and violent crime in the early twentieth century. EXPLORATIONS IN ECONOMIC HISTORY, 62, 51–86. https://doi.org/10.1016/j.eeh.2016.03.002",Feigenbaum & Muller (2016),2016,0.225,0.09,,,2981,213,2.5,0.047464314,0.047500006,0.018985726,0.000360458,52.6711496,2.5,2774.25,0,1,0,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,0.225,0.09
156,5,Homicide,"Feigenbaum, J. J., & Muller, C. (2016). Lead exposure and violent crime in the early twentieth century. EXPLORATIONS IN ECONOMIC HISTORY, 62, 51–86. https://doi.org/10.1016/j.eeh.2016.03.002",Feigenbaum & Muller (2016),2016,1.427,0.383,,,2805,202,3.725848564,0.072833828,0.072963028,0.019548252,0.000382134,51.1554684,3.725848564,2616.881948,0,1,0,0,1,1,0,0,1,0,0,0,1,1,1,0,0,0,1.427,0.383
157,5,Homicide,"Feigenbaum, J. J., & Muller, C. (2016). Lead exposure and violent crime in the early twentieth century. EXPLORATIONS IN ECONOMIC HISTORY, 62, 51–86. https://doi.org/10.1016/j.eeh.2016.03.002",Feigenbaum & Muller (2016),2016,0.115,0.045,,,1746,134,2.555555556,0.063522098,0.063607744,0.024856473,0.000617844,40.23096897,2.555555556,1618.530864,0,1,0,0,1,1,0,0,1,0,0,0,1,1,1,0,0,0,0.805,0.315
158,5,Homicide,"Feigenbaum, J. J., & Muller, C. (2016). Lead exposure and violent crime in the early twentieth century. EXPLORATIONS IN ECONOMIC HISTORY, 62, 51–86. https://doi.org/10.1016/j.eeh.2016.03.002",Feigenbaum & Muller (2016),2016,0.697,0.224,,,1746,134,3.111607143,0.077268396,0.077422724,0.024832311,0.000616644,40.27011422,3.111607143,1621.682099,0,1,0,0,1,1,0,0,1,0,0,0,1,1,1,0,0,0,0.697,0.224
159,5,Homicide,"Feigenbaum, J. J., & Muller, C. (2016). Lead exposure and violent crime in the early twentieth century. EXPLORATIONS IN ECONOMIC HISTORY, 62, 51–86. https://doi.org/10.1016/j.eeh.2016.03.002",Feigenbaum & Muller (2016),2016,0.296,0.086,,,2679,194,3.441860465,0.068880667,0.068989914,0.020012626,0.000400505,49.96845408,3.441860465,2496.846403,0,1,0,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,,
160,5,Homicide,"Feigenbaum, J. J., & Muller, C. (2016). Lead exposure and violent crime in the early twentieth century. EXPLORATIONS IN ECONOMIC HISTORY, 62, 51–86. https://doi.org/10.1016/j.eeh.2016.03.002",Feigenbaum & Muller (2016),2016,0.278,0.088,,,2679,194,3.159090909,0.06324535,0.06332988,0.020020111,0.000400805,49.94977333,3.159090909,2494.979855,0,1,0,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,,
161,6,self-reported violent/property offending,"Fergusson, D. M., Boden, J. M., & Horwood, L. J. (2008). Dentine lead levels in childhood and criminal behaviour in late adolescence and early adulthood. JOURNAL OF EPIDEMIOLOGY AND COMMUNITY HEALTH, 62(12), 1045–1050. https://doi.org/10.1136/jech.2007.072827",Fergusson et al. (2008),2008,0.38,0.1,,,871,2,3.8,0.127848332,0.128551813,0.033644298,0.001131939,29.72271858,3.8,883.44,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,2.356,0.62
162,6,self-reported violent/property offending,"Fergusson, D. M., Boden, J. M., & Horwood, L. J. (2008). Dentine lead levels in childhood and criminal behaviour in late adolescence and early adulthood. JOURNAL OF EPIDEMIOLOGY AND COMMUNITY HEALTH, 62(12), 1045–1050. https://doi.org/10.1136/jech.2007.072827",Fergusson et al. (2008),2008,0.2,0.1,,,871,14,2,0.068159818,0.068265664,0.034079909,0.00116144,29.3428015,2,861,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1.24,0.62
163,6,convictions for violent/property offences,"Fergusson, D. M., Boden, J. M., & Horwood, L. J. (2008). Dentine lead levels in childhood and criminal behaviour in late adolescence and early adulthood. JOURNAL OF EPIDEMIOLOGY AND COMMUNITY HEALTH, 62(12), 1045–1050. https://doi.org/10.1136/jech.2007.072827",Fergusson et al. (2008),2008,0.52,0.22,,,853,2,2.363636364,0.080759753,0.080936018,0.034167588,0.001167424,29.26750377,2.363636364,856.5867769,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1,3.224,1.364
164,6,self-reported violent/property offending,"Fergusson, D. M., Boden, J. M., & Horwood, L. J. (2008). Dentine lead levels in childhood and criminal behaviour in late adolescence and early adulthood. JOURNAL OF EPIDEMIOLOGY AND COMMUNITY HEALTH, 62(12), 1045–1050. https://doi.org/10.1136/jech.2007.072827",Fergusson et al. (2008),2008,0.07,0.11,,,871,17,0.636363636,0.021770754,0.021774195,0.034211185,0.001170405,29.23020627,0.636363636,854.4049587,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0.434,0.682
165,6,convictions for violent/property offences,"Fergusson, D. M., Boden, J. M., & Horwood, L. J. (2008). Dentine lead levels in childhood and criminal behaviour in late adolescence and early adulthood. JOURNAL OF EPIDEMIOLOGY AND COMMUNITY HEALTH, 62(12), 1045–1050. https://doi.org/10.1136/jech.2007.072827",Fergusson et al. (2008),2008,0.49,0.17,,,853,14,2.882352941,0.099020819,0.099346374,0.034354162,0.001180208,29.10855473,2.882352941,847.3079585,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,3.038,1.054
166,6,convictions for violent/property offences,"Fergusson, D. M., Boden, J. M., & Horwood, L. J. (2008). Dentine lead levels in childhood and criminal behaviour in late adolescence and early adulthood. JOURNAL OF EPIDEMIOLOGY AND COMMUNITY HEALTH, 62(12), 1045–1050. https://doi.org/10.1136/jech.2007.072827",Fergusson et al. (2008),2008,0.41,0.18,,,853,17,2.277777778,0.078535271,0.078697334,0.0344789,0.001188795,29.00324588,2.277777778,841.1882716,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,2.542,1.116
167,7,conviction,"Grönqvist, H., Peter Nilsson, J., Robling, P.-O., (2019). Understanding How Low Levels of Early Lead Exposure Affect Children’s Life-Trajectories. Journal of political Economy (forthcoming).","Grönqvist, Nilsson and Robling (2019)",2019,0.014,0.0007,,,699155,2562,20,0.023956082,0.023960666,0.001197804,1.43E-06,834.8610663,20,696993,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0.2975,0.014875
168,7,Property crime,"Grönqvist, H., Peter Nilsson, J., Robling, P.-O., (2019). Understanding How Low Levels of Early Lead Exposure Affect Children’s Life-Trajectories. Journal of political Economy (forthcoming).","Grönqvist, Nilsson and Robling (2019)",2019,0.0007,0.0008,,,699155,2562,0.875,0.001048379,0.001048379,0.001198147,1.44E-06,834.6219298,0.875,696593.7656,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0.034,0.038857143
169,7,Violent crime,"Grönqvist, H., Peter Nilsson, J., Robling, P.-O., (2019). Understanding How Low Levels of Early Lead Exposure Affect Children’s Life-Trajectories. Journal of political Economy (forthcoming).","Grönqvist, Nilsson and Robling (2019)",2019,0.0004,0.0002,,,699155,2562,2,0.002396289,0.002396294,0.001198145,1.44E-06,834.6238674,2,696597,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0.068,0.034
170,7,conviction,"Grönqvist, H., Peter Nilsson, J., Robling, P.-O., (2019). Understanding How Low Levels of Early Lead Exposure Affect Children’s Life-Trajectories. Journal of political Economy (forthcoming).","Grönqvist, Nilsson and Robling (2019)",2019,0.0017,0.0006,,,699155,2682,2.833333333,0.003395025,0.003395038,0.001198244,1.44E-06,834.5543887,2.833333333,696481.0278,1,0,1,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0.036125,0.01275
171,7,Property crime,"Grönqvist, H., Peter Nilsson, J., Robling, P.-O., (2019). Understanding How Low Levels of Early Lead Exposure Affect Children’s Life-Trajectories. Journal of political Economy (forthcoming).","Grönqvist, Nilsson and Robling (2019)",2019,0.0008,0.0007,,,699155,2682,1.142857143,0.001369429,0.001369429,0.00119825,1.44E-06,834.5503616,1.142857143,696474.3061,1,0,1,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0.038857143,0.034
172,7,Violent crime,"Grönqvist, H., Peter Nilsson, J., Robling, P.-O., (2019). Understanding How Low Levels of Early Lead Exposure Affect Children’s Life-Trajectories. Journal of political Economy (forthcoming).","Grönqvist, Nilsson and Robling (2019)",2019,0.0005,0.0002,,,699155,2682,2.5,0.002995614,0.002995623,0.001198246,1.44E-06,834.5533236,2.5,696479.25,1,0,1,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0.085,0.034
173,7,conviction,"Grönqvist, H., Peter Nilsson, J., Robling, P.-O., (2019). Understanding How Low Levels of Early Lead Exposure Affect Children’s Life-Trajectories. Journal of political Economy (forthcoming).","Grönqvist, Nilsson and Robling (2019)",2019,0.0018,0.0007,,,699155,2684,2.571428571,0.003081207,0.003081217,0.001198247,1.44E-06,834.5523424,2.571428571,696477.6122,1,0,1,1,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0.03825,0.014875
174,7,Property crime,"Grönqvist, H., Peter Nilsson, J., Robling, P.-O., (2019). Understanding How Low Levels of Early Lead Exposure Affect Children’s Life-Trajectories. Journal of political Economy (forthcoming).","Grönqvist, Nilsson and Robling (2019)",2019,0.0008,0.0007,,,699155,2684,1.142857143,0.001369431,0.001369431,0.001198252,1.44E-06,834.5491634,1.142857143,696472.3061,1,0,1,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0.038857143,0.034
175,7,Violent crime,"Grönqvist, H., Peter Nilsson, J., Robling, P.-O., (2019). Understanding How Low Levels of Early Lead Exposure Affect Children’s Life-Trajectories. Journal of political Economy (forthcoming).","Grönqvist, Nilsson and Robling (2019)",2019,0.0005,0.0002,,,699155,2684,2.5,0.002995619,0.002995628,0.001198248,1.44E-06,834.5521254,2.5,696477.25,1,0,1,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0.085,0.034
176,7,conviction,"Grönqvist, H., Peter Nilsson, J., Robling, P.-O., (2019). Understanding How Low Levels of Early Lead Exposure Affect Children’s Life-Trajectories. Journal of political Economy (forthcoming).","Grönqvist, Nilsson and Robling (2019)",2019,0.0018,0.0008,,,699155,2687,2.25,0.002696065,0.002696072,0.001198251,1.44E-06,834.5496166,2.25,696473.0625,1,0,1,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0.03825,0.017
177,7,Property crime,"Grönqvist, H., Peter Nilsson, J., Robling, P.-O., (2019). Understanding How Low Levels of Early Lead Exposure Affect Children’s Life-Trajectories. Journal of political Economy (forthcoming).","Grönqvist, Nilsson and Robling (2019)",2019,0.0009,0.0009,,,699155,2687,1,0.001198255,0.001198255,0.001198255,1.44E-06,834.5471826,1,696469,1,0,1,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0.043714286,0.043714286
178,7,Violent crime,"Grönqvist, H., Peter Nilsson, J., Robling, P.-O., (2019). Understanding How Low Levels of Early Lead Exposure Affect Children’s Life-Trajectories. Journal of political Economy (forthcoming).","Grönqvist, Nilsson and Robling (2019)",2019,0.0002,0.0003,,,699155,2687,0.666666667,0.000798837,0.000798837,0.001198255,1.44E-06,834.5468498,0.666666667,696468.4444,1,0,1,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0.034,0.051
179,7,conviction,"Grönqvist, H., Peter Nilsson, J., Robling, P.-O., (2019). Understanding How Low Levels of Early Lead Exposure Affect Children’s Life-Trajectories. Journal of political Economy (forthcoming).","Grönqvist, Nilsson and Robling (2019)",2019,0.0004,0.0007,,,340577,2687,0.571428571,0.000983047,0.000983047,0.001720331,2.96E-06,581.2833444,0.571428571,337890.3265,1,0,1,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0.0085,0.014875
180,7,Property crime,"Grönqvist, H., Peter Nilsson, J., Robling, P.-O., (2019). Understanding How Low Levels of Early Lead Exposure Affect Children’s Life-Trajectories. Journal of political Economy (forthcoming).","Grönqvist, Nilsson and Robling (2019)",2019,0.0001,0.0006,,,340577,2687,0.166666667,0.000286722,0.000286722,0.001720332,2.96E-06,581.2830875,0.166666667,337890.0278,1,0,1,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0.004857143,0.029142857
181,7,Violent crime,"Grönqvist, H., Peter Nilsson, J., Robling, P.-O., (2019). Understanding How Low Levels of Early Lead Exposure Affect Children’s Life-Trajectories. Journal of political Economy (forthcoming).","Grönqvist, Nilsson and Robling (2019)",2019,0.00000001,0.0001,,,340577,2687,0.0001,1.72E-07,1.72E-07,0.001720332,2.96E-06,581.2830636,0.0001,337890,1,0,1,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0.0000017,0.017
182,7,conviction,"Grönqvist, H., Peter Nilsson, J., Robling, P.-O., (2019). Understanding How Low Levels of Early Lead Exposure Affect Children’s Life-Trajectories. Journal of political Economy (forthcoming).","Grönqvist, Nilsson and Robling (2019)",2019,0.0029,0.0013,,,358578,2687,2.230769231,0.003739324,0.003739342,0.001676249,2.81E-06,596.5701772,2.230769231,355895.9763,1,0,1,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0.061625,0.027625
183,7,Property crime,"Grönqvist, H., Peter Nilsson, J., Robling, P.-O., (2019). Understanding How Low Levels of Early Lead Exposure Affect Children’s Life-Trajectories. Journal of political Economy (forthcoming).","Grönqvist, Nilsson and Robling (2019)",2019,0.0017,0.0014,,,358578,2687,1.214285714,0.002035455,0.002035458,0.001676257,2.81E-06,596.5672422,1.214285714,355892.4745,1,0,1,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0.082571429,0.068
184,7,Violent crime,"Grönqvist, H., Peter Nilsson, J., Robling, P.-O., (2019). Understanding How Low Levels of Early Lead Exposure Affect Children’s Life-Trajectories. Journal of political Economy (forthcoming).","Grönqvist, Nilsson and Robling (2019)",2019,0.0006,0.0005,,,358578,2687,1.2,0.002011508,0.002011511,0.001676257,2.81E-06,596.5672133,1.2,355892.44,1,0,1,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0.102,0.085
185,7,conviction,"Grönqvist, H., Peter Nilsson, J., Robling, P.-O., (2019). Understanding How Low Levels of Early Lead Exposure Affect Children’s Life-Trajectories. Journal of political Economy (forthcoming).","Grönqvist, Nilsson and Robling (2019)",2019,0.0017,0.0011,,,333103,2687,1.545454545,0.002688587,0.002688594,0.001739674,3.03E-06,574.8203097,1.545454545,330418.3884,1,0,1,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0.036125,0.023375
186,7,Property crime,"Grönqvist, H., Peter Nilsson, J., Robling, P.-O., (2019). Understanding How Low Levels of Early Lead Exposure Affect Children’s Life-Trajectories. Journal of political Economy (forthcoming).","Grönqvist, Nilsson and Robling (2019)",2019,0.0014,0.0011,,,333103,2687,1.272727273,0.002214133,0.002214137,0.001739676,3.03E-06,574.8196411,1.272727273,330417.6198,1,0,1,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0.068,0.053428571
187,7,Violent crime,"Grönqvist, H., Peter Nilsson, J., Robling, P.-O., (2019). Understanding How Low Levels of Early Lead Exposure Affect Children’s Life-Trajectories. Journal of political Economy (forthcoming).","Grönqvist, Nilsson and Robling (2019)",2019,0.0007,0.0004,,,333103,2687,1.75,0.003044427,0.003044436,0.001739672,3.03E-06,574.820896,1.75,330419.0625,1,0,1,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0.119,0.068
188,7,conviction,"Grönqvist, H., Peter Nilsson, J., Robling, P.-O., (2019). Understanding How Low Levels of Early Lead Exposure Affect Children’s Life-Trajectories. Journal of political Economy (forthcoming).","Grönqvist, Nilsson and Robling (2019)",2019,0.0015,0.0007,,,366052,2687,2.142857143,0.003554831,0.003554846,0.001658921,2.75E-06,602.8014531,2.142857143,363369.5918,1,0,1,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0.031875,0.014875
189,7,Property crime,"Grönqvist, H., Peter Nilsson, J., Robling, P.-O., (2019). Understanding How Low Levels of Early Lead Exposure Affect Children’s Life-Trajectories. Journal of political Economy (forthcoming).","Grönqvist, Nilsson and Robling (2019)",2019,0.0004,0.0007,,,366052,2687,0.571428571,0.00094796,0.000947961,0.001658931,2.75E-06,602.7979152,0.571428571,363365.3265,1,0,1,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0.019428571,0.034
190,7,Violent crime,"Grönqvist, H., Peter Nilsson, J., Robling, P.-O., (2019). Understanding How Low Levels of Early Lead Exposure Affect Children’s Life-Trajectories. Journal of political Economy (forthcoming).","Grönqvist, Nilsson and Robling (2019)",2019,-0.0002,0.0002,,,366052,2687,-1,-0.001658929,-0.001658931,0.001658929,2.75E-06,602.7984738,-1,363366,1,0,1,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,-0.034,0.034
191,7,conviction,"Grönqvist, H., Peter Nilsson, J., Robling, P.-O., (2019). Understanding How Low Levels of Early Lead Exposure Affect Children’s Life-Trajectories. Journal of political Economy (forthcoming).","Grönqvist, Nilsson and Robling (2019)",2019,0.018,0.0008,,,699155,2687,22.5,0.026950955,0.026957483,0.00119782,1.43E-06,834.8498368,22.5,696974.25,1,0,1,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0.3825,0.017
192,7,Property crime,"Grönqvist, H., Peter Nilsson, J., Robling, P.-O., (2019). Understanding How Low Levels of Early Lead Exposure Affect Children’s Life-Trajectories. Journal of political Economy (forthcoming).","Grönqvist, Nilsson and Robling (2019)",2019,0.0008,0.0009,,,699155,2687,0.888888889,0.001065115,0.001065116,0.001198255,1.44E-06,834.5470569,0.888888889,696468.7901,1,0,1,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0.038857143,0.043714286
193,7,Violent crime,"Grönqvist, H., Peter Nilsson, J., Robling, P.-O., (2019). Understanding How Low Levels of Early Lead Exposure Affect Children’s Life-Trajectories. Journal of political Economy (forthcoming).","Grönqvist, Nilsson and Robling (2019)",2019,0.0002,0.0003,,,699155,2687,0.666666667,0.000798837,0.000798837,0.001198255,1.44E-06,834.5468498,0.666666667,696468.4444,1,0,1,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0.034,0.051
194,7,conviction,"Grönqvist, H., Peter Nilsson, J., Robling, P.-O., (2019). Understanding How Low Levels of Early Lead Exposure Affect Children’s Life-Trajectories. Journal of political Economy (forthcoming).","Grönqvist, Nilsson and Robling (2019)",2019,0.0013,0.001,,,699155,2687,1.3,0.00155773,0.001557731,0.001198254,1.44E-06,834.547596,1.3,696469.69,1,0,1,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0.027625,0.02125
195,7,Property crime,"Grönqvist, H., Peter Nilsson, J., Robling, P.-O., (2019). Understanding How Low Levels of Early Lead Exposure Affect Children’s Life-Trajectories. Journal of political Economy (forthcoming).","Grönqvist, Nilsson and Robling (2019)",2019,0.0005,0.0007,,,699155,2687,0.714285714,0.000855896,0.000855897,0.001198255,1.44E-06,834.5468892,0.714285714,696468.5102,1,0,1,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0.024285714,0.034
196,7,Violent crime,"Grönqvist, H., Peter Nilsson, J., Robling, P.-O., (2019). Understanding How Low Levels of Early Lead Exposure Affect Children’s Life-Trajectories. Journal of political Economy (forthcoming).","Grönqvist, Nilsson and Robling (2019)",2019,-0.0002,0.0004,,,699155,2687,-0.5,-0.000599128,-0.000599128,0.001198255,1.44E-06,834.5467333,-0.5,696468.25,1,0,1,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,-0.034,0.068
197,7,conviction,"Grönqvist, H., Peter Nilsson, J., Robling, P.-O., (2019). Understanding How Low Levels of Early Lead Exposure Affect Children’s Life-Trajectories. Journal of political Economy (forthcoming).","Grönqvist, Nilsson and Robling (2019)",2019,0.0021,0.0007,,,699155,2687,3,0.003594743,0.003594759,0.001198248,1.44E-06,834.5519756,3,696477,1,0,1,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0.044625,0.014875
198,7,Property crime,"Grönqvist, H., Peter Nilsson, J., Robling, P.-O., (2019). Understanding How Low Levels of Early Lead Exposure Affect Children’s Life-Trajectories. Journal of political Economy (forthcoming).","Grönqvist, Nilsson and Robling (2019)",2019,0.0011,0.0008,,,699155,2687,1.375,0.001647599,0.001647601,0.001198254,1.44E-06,834.5477162,1.375,696469.8906,1,0,1,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0.053428571,0.038857143
199,7,Violent crime,"Grönqvist, H., Peter Nilsson, J., Robling, P.-O., (2019). Understanding How Low Levels of Early Lead Exposure Affect Children’s Life-Trajectories. Journal of political Economy (forthcoming).","Grönqvist, Nilsson and Robling (2019)",2019,0.0003,0.0003,,,699155,2687,1,0.001198255,0.001198255,0.001198255,1.44E-06,834.5471826,1,696469,1,0,1,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0.051,0.051
200,7,conviction,"Grönqvist, H., Peter Nilsson, J., Robling, P.-O., (2019). Understanding How Low Levels of Early Lead Exposure Affect Children’s Life-Trajectories. Journal of political Economy (forthcoming).","Grönqvist, Nilsson and Robling (2019)",2019,0.0016,0.0009,,,547900,2687,1.777777778,0.002407649,0.002407653,0.001354302,1.83E-06,738.3875409,1.777777778,545216.1605,1,0,1,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0.034,0.019125
